#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
eunuch;Eunuch;Eunuque;Eunuch;;Eunuco;;;;;;;;;x
EVTOPTBLoR.860;Pretty, but I need a new glass of wine.;Joli, mais j'ai besoin d'un autre verre de vin.;Schön, aber ich benötige ein neues Glas Wein.;;Precioso, pero necesito un nuevo vaso de vino.;;;;;;;;;x
not_interested_in_explosion;You forget all about this explosion and drink some more wine.;Vous oubliez cette explosion et vous buvez plus de vin.;Ihr vergesst alles die Explosion betreffend und trinkt etwas mehr Wein.;;Olvidas todo lo ocurrido con la explosión y bebes un poco más de vino.;;;;;;;;;x
EVTTOOLTIPLoR.861;You open an investigation into this strange explosion.;Vous ouvrez une enquête sur cette étrange explosion.;Ihr eröffnet die Untersuchung zu dieser seltsamen Explosion.;;Abres una investigación sobre esta extraña explosión.;;;;;;;;;x
EVTNAMELoR.861;Sifting Through the Ashes;Passer les cendres au tamis;Die Asche durchsieben;;Buscando Entre las Cenizas;;;;;;;;;x
EVTDESCLoR.861;The next day, after the fire has finally burned out, you inspect the ruins of the warehouse with your bodyguard. You learn from your advisors that this building housed the primary stockpile of liquid fire, or "Greek fire" as it is commonly referred to as outside the Empire. This slow-burning liquid can set water itself aflame and has delivered Constantinople safely from more than one siege.\n\nThe damage done to the warehouse and harbor area is the least of your concerns, however. No trace remains of the liquid's formula, a closely guarded Byzantine state secret since the 7th century, or the alchemists who were working in the warehouse. Without them or the formula, your supply of liquid fire has been cut off.;Le jour suivant, après que le feu ait fini par se consumer, vous inspectez les ruines de l'entrepôt avec votre garde du corps. Vous apprenez de vos conseillers que cette bâtisse abritait la principale réserve de feu liquide ou, communément nommé à l'extér;Am nächsten Tag, nachdem die Feuer endlich niedergebrannt waren, inspiziert Ihr, in Begleitung Eurer Leibwächter, die Ruinen der Lagerhäuser. Ihr erfahrt von Euren Beratern, dass sich in diesem Gebäude der Hauptanteil des flüssigen Feuers, oder "Griechen ;;Al día siguiente, después de que el fuego fuera finalmente apagado, inspeccionas las ruinas del almacén con tu guardia personal. Tus asesores te explican que este almacén albergaba el principal arsenal de fuego líquido, o “Fuego Griego”, tal y como es conocido más allá del  Imperio. Este líquido de combustión lenta y que puede mantener el agua en llamas, se ha entregado de forma segura a Constantinopla durante más de un asedio. \n\nSin embargo, el daño causado al almacén y a la zona del puerto es la menor de tus preocupaciones. No queda rastro alguno de la fórmula, una fórmula celosamente guardada como secreto de estado bizantino desde el siglo VII, ni de los alquimistas que estaban trabajando en el almacén. Sin ellos y sin la fórmula, tu suministro de fuego líquido se ha cortado.;;;;;;;;;x
EVTOPTALoR.861;This is a disaster!;C'est un désastre !;Das ist ein Desaster!;;¡Esto es un desastre!;;;;;;;;;x
EVTTOOLTIPLoR.862;You return to the palace...;Vous retournez au palais...;Ihr kehrt zum Palast zurück …;;Vuelves al palacio ...;;;;;;;;;x
EVTNAMELoR.862;Pirates sighted!;Pirates en vue !;Piraten in Sicht!;;¡Piratas a la vista!;;;;;;;;;x
EVTDESCLoR.862;Strange reports have surfaced of a pirate fleet in the Black Sea. If witnesses are to be believed, the pirates burn those who will not surrender with a "sea fire" spewed forth from the prows of their galleys. Could it be that these pirates have somehow obtained the formula for liquid fire?\n\nIf this critical weapon enters widespread use by the enemies of the Empire, we will lose a decisive edge! The Megas Doux has drawn up a plan to dispatch a small naval task force to the Black Sea, which will seek out and capture these brigands. Your Spymaster has suggested an alternate plan, however. Spies will be planted in every major port around the whole sea until they manage to infiltrate the pirate gang and uncover their secret hideout.;D'étranges rumeurs courent à propos d'une flotte de pirates dans la mer Noire. Si on en croit les témoins, les pirates brûlent ceux qui ne veulent pas se rendre, faisant jaillir un ''feu de mer'' des proues de leurs galères. Est-il possible que ces pirate;Seltsame Meldungen berichten von einer Piratenflotte im Schwarzen Meer. Falls man den Zeugen Glauben schenken kann, verbrennen die Piraten alle diejenigen, die nicht aufgeben, mit einem "Meeresfeuer", das aus dem Bug ihrer Galeeren speit. Ist es möglich, ;;Extraños informes han surgido sobre una flota pirata en el Mar Negro. Si los testigos están en lo cierto, los piratas queman a aquellos que no se rinden con un "fuego de mar" arrojado desde las proas de sus galeras. ¿Pueden haber obtenido de alguna manera esos piratas, la fórmula del fuego líquido?\n\n¡Si esta estratégica arma es usada de forma generalizada por los enemigos del Imperio, perderemos una ventaja decisiva! Megas Doux ha trazado un plan para enviar una pequeña fuerza naval al Mar Negro, cuya misión es buscar y capturar esos piratas.Sin embargo el jefe de tus espías te propone un plan alternativo. Situar espías en cada uno de los puertos principales alrededor de todo el Mar Negro para tratar de infiltrarse en la banda de piratas y descubrir su guarida secreta.;;;;;;;;;x
EVTOPTALoR.862;Alert all commands. Deploy the fleet.;Alerte générale. Déployez la flotte.;Alarmiert alle Oberbefehlshaber. Setzt die Flotte ein.;;Alerte a todos los mandos. Despliegue la flota.;;;;;;;;;x
deploy_fleet;An imperial task force prowls the Black Sea for pirates.;Un groupe naval impérial recherche des pirates dans la mer Noire.;Ein kaiserliches Einsatzkommando ist im Schwarzen Meer auf der Jagd nach Piraten. ;;Una  fuerza de imperial merodea el Mar Negro en busca de los piratas.;;;;;;;;;x
EVTOPTBLoR.862;Send in the spies.;Envoyez les espions.;Entsendet die Spione.;;Enviad a los espías.;;;;;;;;;x
send_in_spies;Your spies are sent to infiltrate the ports.;Vos espions ont reçu l'ordre d'infiltrer les ports.;Eure Spione wurden entsendet, um die Häfen zu infiltrieren.;;Tus espías han sido enviados a infiltrarse en los puertos.;;;;;;;;;x
EVTNAMELoR.863;Battle off the Crimean coast!;Bataille de la côte de Crimée !;Kampf vor der Krimküste!;;Batalla en la costa de Crimea!;;;;;;;;;x
EVTDESCLoR.863;News have arrived from the Black Sea! The task force you sent there was successful in its attempt to force an engagement with the pirate fleet. In a hard-fought battle near the Crimea, your sailors managed to board and capture one of the pirate galleys. They lost several of their own ships to liquid fire in the attempt, but their prize is even now coming in to dock at the harbor in Constantinople.\n\nAmong the captured pirates is a young woman named Despina. This vixen was apparently the galley's captain, and she claims to be the daughter of the pirate king himself, a man named Kyrillos. If this is true, you may have gained a hostage worth her weight in gold...;Des nouvelles sont arrivées de la mer Noire ! Le groupe naval que vous y avez envoyé a réussi à contraindre la flotte des pirates au combat. Après une bataille acharnée près de la Crimée, vos marins ont abordé et capturé avec succès une des galères pirate;Neuigkeiten vom Schwarzen Meer sind eingetroffen! Das von Euch entsendete Einsatzkommando war bei seinem Versuch erfolgreich, einen Kampf mit der Piratenflotte zu erzwingen. In einer hart umkämpften Schlacht in der Nähe der Krim ist es Euren Matrosen gelu;;¡Han llegado noticias del Mar Negro! La fuerza naval que enviaste ha conseguido su propósito de forzar un enfrentamiento con la flota pirata. En una terrible batalla cerca de la península de Crimea, tus marineros consiguieron abordar y capturar una de las galeras piratas. Perdieron varios barcos bajo el fuego líquido, pero la recompensa ya está atracando el puerto de Constantinopla. \n\nEntre los piratas capturados, hay una joven llamada Despina. Esta zorra parecía ser la capitana de la galera y declara ser la hija del rey de los piratas, un hombre llamado Kyrillos. Si es eso cierto, puedes haber conseguido una rehén que vale su peso en oro...;;;;;;;;;x
EVTOPTALoR.863;Guards, treat her well. We may need her.;Gardes, traitez-la bien. Nous aurons peut-être besoin d'elle.;Wachen, behandelt sie gut. Es ist möglich, dass wir sie noch benötigen.;;Guardias, tratadla bién. Podemos necesitarla.;;;;;;;;;x
EVTDESCLoR.864;News have arrived from the Black Sea! The task force you sent there was successful in its attempt to force an engagement with the pirate fleet. In a hard-fought battle near the Crimea, your sailors managed to board and capture one of the pirate galleys. They lost several of their own ships to liquid fire in the attempt, but their prize is even now coming in to dock at the harbor in Constantinople.\n\nAmong the captured pirates is a woman named Eleni. Your men tell you this old hag has quite the temperament, and that she claims to be the wife of the pirate king himself, a man named Kyrillos. If this is true, you may have gained a hostage worth her weight in gold...;Des nouvelles sont arrivées de la mer Noire ! Le groupe naval que vous y avez envoyé a réussi à contraindre la flotte des pirates au combat. Après une bataille acharnée près de la Crimée, vos marins ont abordé et capturé avec succès une des galères pirate;Neuigkeiten vom Schwarzen Meer sind eingetroffen! Das von Euch entsendete Einsatzkommando war bei seinem Versuch erfolgreich, einen Kampf mit der Piratenflotte zu erzwingen. In einer hart umkämpften Schlacht in der Nähe der Krim ist es Euren Matrosen gelu;;Han llegado noticias del Mar Negro! La fuerza naval que enviaste ha conseguido su propósito de forzar un enfrentamiento con la flota pirata. En una terrible batalla cerca de la península de Crimea, tus marineros consiguieron abordar y capturar una de las galeras piratas. Perdieron varios barcos bajo el fuego líquido, pero la recompensa ya está atracando el puerto de Constantinopla. \n\nEntre los piratas capturados, hay unamujer llamada Eleni. Tus hombres te dicen que esta vieja bruja tiene bastante carácter y declara ser la esposa del rey de los piratas, un hombre llamado Kyrillos. Si es eso cierto, puedes haber conseguido una rehén que vale su peso en oro...;;;;;;;;;x
EVTDESCLoR.865;News have arrived from the Black Sea! The task force you sent there has met defeat at the hands of the pirate fleet! In a hard-fought battle near the Crimea, the pirates ambushed your sailors and set their ships alight with liquid fire. A single ship escaped and has just now managed to limp back into port in Constantinople.\n\nIt is now clearer than ever that this potent weapon cannot be permitted to remain in the hands of savages and criminals. Something must be done!;Des nouvelles sont arrivées de la mer Noire ! Le groupe naval que vous y avez envoyé a été défait face à la flotte pirate ! Au cours d'une lutte acharnée près de la Crimée, les pirates ont tendu une embuscade à vos marins et ont enflammé leurs navires ave;Neuigkeiten vom Schwarzen Meer sind eingetroffen! Das von Euch entsendete Einsatzkommando hat durch die Hand der Piratenflotte eine Niederlage einstecken müssen! In einer hart umkämpften Schlacht in der Nähe der Krim griffen die Piraten Eure Matrosen aus ;;¡Han llegado noticias del Mar Negro! La fuerza naval que enviaste ha conseguido su propósito de forzar un enfrentamiento con la flota pirata. En una terrible batalla cerca de la península de Crimea, los piratas tendieron una emboscada a tus marineros y prendieron fuego a sus navíos con el fuego líquido. Un solo barco logró escapar y en este momento trata de llegar a duras penas al puerto de Constantinopla. \n\nMás que nunca, ahora está claro que este potente arma no puede estar en manos de salvajes y criminales. ¡Hay que hacer algo!;;;;;;;;;x
EVTOPTALoR.865;Yes... but what?;Oui... mais quoi ?;Ja… aber was?;;Si ... pero ¿qué?;;;;;;;;;x
EVTNAMELoR.866;Word from your spies!;Un message de vos espions !;Nachricht von unseren Spionen!;;¡Mensaje de tus espías!;;;;;;;;;x
EVTDESCLoR.866;News have arrived from the Black Sea! One of your spies succeeded in infiltrating the pirate fleet, and has spent the past month as an oarsman on one of their galleys. Information about the origins of their miraculous "sea fire" was apparently restricted to their ranking officers, and he never did manage to learn the location of their hideout.\n\nThere is good news, however. He brought a prisoner with him when he escaped from their fleet: a young woman named Despina. This vixen was apparently the captain of the galley he served on, and she claims to be the daughter of the pirate king himself, a man named Kyrillos. If this is true, you may have gained a hostage worth her weight in gold...;Des nouvelles sont arrivées de la mer Noire ! Un de vos espions a infiltré avec succès la flotte pirate et a passé le dernier mois comme rameur sur l'une des galères. L'information à propos de l'origine de ce miraculeux ''feu de mer'' semble restreinte au;Neuigkeiten vom Schwarzen Meer sind eingetroffen! Einer Eurer Spione hat erfolgreich die Piratenflotte infiltriert und den letzten Monat als Ruderer auf einer ihrer Galeeren verbracht. Informationen über die Herkunft des mysteriösen "Meeresfeuers" sind an;;¡Han llegado noticias del Mar Negro! Uno de tus espías ha conseguido infiltrarse en la flota pirata, y ha estado todo el mes pasado como remero en una de sus galeras. La información sobre los orígenes de su milagroso “fuego de mar” está aparentemente restringida a sus oficiales de rango, y no ha conseguido aprender la localización de su escondite. \n\nAún así, son buenas noticias, cuando escapó se trajo consigo a una prisionera: una joven llamada Despina. Esta zorra parecía ser la capitana de la galera donde él estuvo y declara ser la hija del rey de los piratas, un hombre llamado Kyrillos. Si es eso cierto, puedes haber conseguido una rehén que vale su peso en oro...;;;;;;;;;x
