province;red;green;blue;x;x
8239;176;9;147;;x
8240;8;12;20;;x
8241;50;15;148;;x
8242;92;18;21;;x
8243;134;21;149;;x
8244;176;24;22;;x
8245;8;27;150;;x
8246;50;30;23;;x
8247;92;33;151;;x
8248;134;36;24;;x
8249;176;39;152;;x
8250;8;42;25;;x
8251;50;45;153;;x
8252;92;48;26;;x
8253;134;51;154;;x
8254;176;54;27;;x
8255;8;57;155;;x
8256;50;60;28;;x
8257;92;63;156;;x
8258;134;66;29;;x
8259;176;69;157;;x
8260;8;72;30;;x
8261;50;75;158;;x
8262;92;78;31;;x
8263;134;81;159;;x
8264;176;84;32;;x
8265;8;87;160;;x
8266;50;90;33;;x
8267;92;93;161;;x
8268;134;96;34;;x
8269;176;99;162;;x
8270;8;102;35;;x
8271;50;105;163;;x
8272;92;108;36;;x
8273;134;111;164;;x
8274;176;114;37;;x
8275;8;117;165;;x
8276;50;120;38;;x
8277;92;123;166;;x
8278;134;126;39;;x
8279;176;129;167;;x
8280;8;132;40;;x
8281;50;135;168;;x
8282;92;138;41;;x
8283;134;141;169;;x
8284;176;144;42;;x
8285;8;147;170;;x
8286;50;150;43;;x
8287;92;153;171;;x
8288;134;156;44;;x
8289;176;159;172;;x
8290;8;162;45;;x
8291;50;165;173;;x
8292;92;168;46;;x
8293;134;171;174;;x
8294;176;174;47;;x
8295;8;177;175;;x
8296;50;180;48;;x
8297;92;183;176;;x
8298;134;186;49;;x
8299;176;189;177;;x
8300;8;192;50;;x
8301;50;195;178;;x
8302;92;198;51;;x
8303;134;201;179;;x
8304;176;204;52;;x
8305;8;207;180;;x
8306;50;210;53;;x
8307;92;0;181;;x
8308;134;3;54;;x
8309;176;6;182;;x
8310;8;9;55;;x
8311;50;12;183;;x
8312;92;15;56;;x
8313;134;18;184;;x
8314;176;21;57;;x
8315;8;24;185;;x
8316;50;27;58;;x
8317;92;30;186;;x
8318;134;33;59;;x
8319;176;36;187;;x
8320;8;39;60;;x
8321;50;42;188;;x
8322;92;45;61;;x
8323;134;48;189;;x
8324;176;51;62;;x
8325;8;54;190;;x
8326;50;57;63;;x
8327;92;60;191;;x
8328;134;63;64;;x
8329;176;66;192;;x
8330;8;69;65;;x
8331;50;72;193;;x
8332;92;75;66;;x
8333;134;78;194;;x
8334;176;81;67;;x
8335;8;84;195;;x
8336;50;87;68;;x
8337;92;90;196;;x
8338;134;93;69;;x
8339;176;96;197;;x
8340;8;99;70;;x
8341;50;102;198;;x
8342;92;105;71;;x
8343;134;108;199;;x
8344;176;111;72;;x
8345;8;114;200;;x
8346;50;117;73;;x
8347;92;120;201;;x
8348;134;123;74;;x
8349;176;126;202;;x
8350;8;129;75;;x
8351;50;132;203;;x
8352;92;135;76;;x
8353;134;138;204;;x
8354;176;141;77;;x
8355;8;144;205;;x
8356;50;147;78;;x
8357;92;150;206;;x
8358;134;153;79;;x
8359;176;156;207;;x
8360;8;159;80;;x
8361;50;162;208;;x
8362;92;165;81;;x
8363;134;168;209;;x
8364;176;171;82;;x
8365;8;174;210;;x
8366;50;177;83;;x
8367;92;180;211;;x
8368;134;183;84;;x
8369;176;186;212;;x
8370;8;189;85;;x
8371;50;192;213;;x
8372;92;195;86;;x
8373;134;198;214;;x
8374;176;201;87;;x
8375;8;204;215;;x
8376;50;207;88;;x
8377;92;210;216;;x
8378;134;0;89;;x
8379;176;3;217;;x
8380;8;6;90;;x
8381;50;9;218;;x
8382;92;12;91;;x
8383;134;15;219;;x
8384;176;18;92;;x
8385;8;21;220;;x
8386;50;24;93;;x
8387;92;27;221;;x
8388;134;30;94;;x
8389;176;33;222;;x
8390;8;36;95;;x
8391;50;39;223;;x
8392;92;42;96;;x
8393;134;45;224;;x
8394;176;48;97;;x
8395;8;51;225;;x
8396;50;54;98;;x
8397;92;57;226;;x
8398;134;60;99;;x
8399;176;63;227;;x
8400;8;66;0;;x
8401;50;69;128;;x
8402;92;72;1;;x
8403;134;75;129;;x
8404;176;78;2;;x
8405;8;81;130;;x
8406;50;84;3;;x
8407;92;87;131;;x
8408;134;90;4;;x
8409;176;93;132;;x
8410;8;96;5;;x
8411;50;99;133;;x
8412;92;102;6;;x
8413;134;105;134;;x
8414;176;108;7;;x
8415;8;111;135;;x
8416;50;114;8;;x
8417;92;117;136;;x
8418;134;120;9;;x
8419;176;123;137;;x
8420;8;126;10;;x
8421;50;129;138;;x
8422;92;132;11;;x
8423;134;135;139;;x
8424;176;138;12;;x
8425;8;141;140;;x
8426;50;144;13;;x
8427;92;147;141;;x
8428;134;150;14;;x
8429;176;153;142;;x
8430;8;156;15;;x
8431;50;159;143;;x
8432;92;162;16;;x
8433;134;165;144;;x
8434;176;168;17;;x
8435;8;171;145;;x
8436;50;174;18;;x
8437;92;177;146;;x
8438;134;180;19;;x
8439;176;183;147;;x
8440;8;186;20;;x
8441;50;189;148;;x
8442;92;192;21;;x
8443;134;195;149;;x
8444;176;198;22;;x
8445;8;201;150;;x
8446;50;204;23;;x
8447;92;207;151;;x
8448;134;210;24;;x
8449;176;0;152;;x
8450;8;3;25;;x
8451;50;6;153;;x
8452;92;9;26;;x
8453;134;12;154;;x
8454;176;15;27;;x
8455;8;18;155;;x
8456;50;21;28;;x
8457;92;24;156;;x
8458;134;27;29;;x
8459;176;30;157;;x
8460;8;33;30;;x
8461;50;36;158;;x
8462;92;39;31;;x
8463;134;42;159;;x
8464;176;45;32;;x
8465;8;48;160;;x
8466;50;51;33;;x
8467;92;54;161;;x
8468;134;57;34;;x
8469;176;60;162;;x
8470;8;63;35;;x
8471;50;66;163;;x
8472;92;69;36;;x
8473;134;72;164;;x
8474;176;75;37;;x
8475;8;78;165;;x
8476;50;81;38;;x
8477;92;84;166;;x
8478;134;87;39;;x
8479;176;90;167;;x
8480;8;93;40;;x
8481;50;96;168;;x
8482;92;99;41;;x
8483;134;102;169;;x
8484;176;105;42;;x
8485;8;108;170;;x
8486;50;111;43;;x
8487;92;114;171;;x
8488;134;117;44;;x
8489;176;120;172;;x
8490;8;123;45;;x
8491;50;126;173;;x
8492;92;129;46;;x
8493;134;132;174;;x
8494;176;135;47;;x
8495;8;138;175;;x
8496;50;141;48;;x
8497;92;144;176;;x
8498;134;147;49;;x
8499;176;150;177;;x
8500;8;153;50;;x
8501;50;156;178;;x
8502;92;159;51;;x
8503;134;162;179;;x
8504;176;165;52;;x
8505;8;168;180;;x
8506;50;171;53;;x
8507;92;174;181;;x
8508;134;177;54;;x
8509;176;180;182;;x
8510;8;183;55;;x
8511;50;186;183;;x
8512;92;189;56;;x
8513;134;192;184;;x
8514;176;195;57;;x
8515;8;198;185;;x
8516;50;201;58;;x
8517;92;204;186;;x
8518;134;207;59;;x
8519;176;210;187;;x
8520;8;0;60;;x
8521;50;3;188;;x
8522;92;6;61;;x
8523;134;9;189;;x
8524;176;12;62;;x
8525;8;15;190;;x
8526;50;18;63;;x
8527;92;21;191;;x
8528;134;24;64;;x
8529;176;27;192;;x
8530;8;30;65;;x
8531;50;33;193;;x
8532;92;36;66;;x
8533;134;39;194;;x
8534;176;42;67;;x
8535;8;45;195;;x
8536;50;48;68;;x
8537;92;51;196;;x
8538;134;54;69;;x
8539;176;57;197;;x
8540;8;60;70;;x
8541;50;63;198;;x
8542;92;66;71;;x
8543;134;69;199;;x
8544;176;72;72;;x
8545;8;75;200;;x
8546;50;78;73;;x
8547;92;81;201;;x
8548;134;84;74;;x
8549;176;87;202;;x
8550;8;90;75;;x
8551;50;93;203;;x
8552;92;96;76;;x
8553;134;99;204;;x
8554;176;102;77;;x
8555;8;105;205;;x
8556;50;108;78;;x
8557;92;111;206;;x
8558;134;114;79;;x
8559;176;117;207;;x
8560;8;120;80;;x
8561;50;123;208;;x
8562;92;126;81;;x
8563;134;129;209;;x
8564;176;132;82;;x
8565;8;135;210;;x
8566;50;138;83;;x
8567;92;141;211;;x
8568;134;144;84;;x
8569;176;147;212;;x
8570;8;150;85;;x
8571;50;153;213;;x
8572;92;156;86;;x
8573;134;159;214;;x
8574;176;162;87;;x
8575;8;165;215;;x
8576;50;168;88;;x
8577;92;171;216;;x
8578;134;174;89;;x
8579;176;177;217;;x
8580;8;180;90;;x
8581;50;183;218;;x
8582;92;186;91;;x
8583;134;189;219;;x
8584;176;192;92;;x
8585;8;195;220;;x
8586;50;198;93;;x
8587;92;201;221;;x
8588;134;204;94;;x
8589;176;207;222;;x
8590;8;210;95;;x
8591;50;0;223;;x
8592;92;3;96;;x
8593;134;6;224;;x
8594;176;9;97;;x
8595;8;12;225;;x
8596;50;15;98;;x
8597;92;18;226;;x
8598;134;21;99;;x
8599;176;24;227;;x
8600;8;27;0;;x
8601;50;30;128;;x
8602;92;33;1;;x
8603;134;36;129;;x
8604;176;39;2;;x
8605;8;42;130;;x
8606;50;45;3;;x
8607;92;48;131;;x
8608;134;51;4;;x
8609;176;54;132;;x
8610;8;57;5;;x
8611;50;60;133;;x
8612;92;63;6;;x
8613;134;66;134;;x
8614;176;69;7;;x
8615;8;72;135;;x
8616;50;75;8;;x
8617;92;78;136;;x
8618;134;81;9;;x
8619;176;84;137;;x
8620;8;87;10;;x
8621;50;90;138;;x
8622;92;93;11;;x
8623;134;96;139;;x
8624;176;99;12;;x
8625;8;102;140;;x
8626;50;105;13;;x
8627;92;108;141;;x
8628;134;111;14;;x
8629;176;114;142;;x
8630;8;117;15;;x
8631;50;120;143;;x
8632;92;123;16;;x
8633;134;126;144;;x
8634;176;129;17;;x
8635;8;132;145;;x
8636;50;135;18;;x
8637;92;138;146;;x
8638;134;141;19;;x
8639;176;144;147;;x
8640;8;147;20;;x
8641;50;150;148;;x
8642;92;153;21;;x
8643;134;156;149;;x
8644;176;159;22;;x
8645;8;162;150;;x
8646;50;165;23;;x
8647;92;168;151;;x
8648;134;171;24;;x
8649;176;174;152;;x
8650;8;177;25;;x
8651;50;180;153;;x
8652;92;183;26;;x
8653;134;186;154;;x
8654;176;189;27;;x
8655;8;192;155;;x
8656;50;195;28;;x
8657;92;198;156;;x
8658;134;201;29;;x
8659;176;204;157;;x
8660;8;207;30;;x
8661;50;210;158;;x
8662;92;0;31;;x
8663;134;3;159;;x
8664;176;6;32;;x
8665;8;9;160;;x
8666;50;12;33;;x
8667;92;15;161;;x
8668;134;18;34;;x
8669;176;21;162;;x
8670;8;24;35;;x
8671;50;27;163;;x
8672;92;30;36;;x
8673;134;33;164;;x
8674;176;36;37;;x
8675;8;39;165;;x
8676;50;42;38;;x
8677;92;45;166;;x
8678;134;48;39;;x
8679;176;51;167;;x
8680;8;54;40;;x
8681;50;57;168;;x
8682;92;60;41;;x
8683;134;63;169;;x
8684;176;66;42;;x
8685;8;69;170;;x
8686;50;72;43;;x
8687;92;75;171;;x
8688;134;78;44;;x
8689;176;81;172;;x
8690;8;84;45;;x
8691;50;87;173;;x
8692;92;90;46;;x
8693;134;93;174;;x
8694;176;96;47;;x
8695;8;99;175;;x
8696;50;102;48;;x
8697;92;105;176;;x
8698;134;108;49;;x
8699;176;111;177;;x
8700;8;114;50;;x
8701;50;117;178;;x
8702;92;120;51;;x
8703;134;123;179;;x
8704;176;126;52;;x
8705;8;129;180;;x
8706;50;132;53;;x
8707;92;135;181;;x
8708;134;138;54;;x
8709;176;141;182;;x
8710;8;144;55;;x
8711;50;147;183;;x
8712;92;150;56;;x
8713;134;153;184;;x
8714;176;156;57;;x
8715;8;159;185;;x
8716;50;162;58;;x
8717;92;165;186;;x
8718;134;168;59;;x
8719;176;171;187;;x
8720;8;174;60;;x
8721;50;177;188;;x
8722;92;180;61;;x
8723;134;183;189;;x
8724;176;186;62;;x
8725;8;189;190;;x
8726;50;192;63;;x
8727;92;195;191;;x
8728;134;198;64;;x
8729;176;201;192;;x
8730;8;204;65;;x
8731;50;207;193;;x
8732;92;210;66;;x
8733;134;0;194;;x
8734;176;3;67;;x
8735;8;6;195;;x
8736;50;9;68;;x
8737;92;12;196;;x
8738;134;15;69;;x
8739;176;18;197;;x
8740;8;21;70;;x
8741;50;24;198;;x
8742;92;27;71;;x
8743;134;30;199;;x
8744;176;33;72;;x
8745;8;36;200;;x
8746;50;39;73;;x
8747;92;42;201;;x
8748;134;45;74;;x
8749;176;48;202;;x
8750;8;51;75;;x
8751;50;54;203;;x
8752;92;57;76;;x
8753;134;60;204;;x
8754;176;63;77;;x
8755;8;66;205;;x
8756;50;69;78;;x
8757;92;72;206;;x
8758;134;75;79;;x
8759;176;78;207;;x
8760;8;81;80;;x
8761;50;84;208;;x
8762;92;87;81;;x
8763;134;90;209;;x
8764;176;93;82;;x
8765;8;96;210;;x
8766;50;99;83;;x
8767;92;102;211;;x
8768;134;105;84;;x
8769;176;108;212;;x
8770;8;111;85;;x
8771;50;114;213;;x
8772;92;117;86;;x
8773;134;120;214;;x
8774;176;123;87;;x
8775;8;126;215;;x
8776;50;129;88;;x
8777;92;132;216;;x
8778;134;135;89;;x
8779;176;138;217;;x
8780;8;141;90;;x
8781;50;144;218;;x
8782;92;147;91;;x
8783;134;150;219;;x
8784;176;153;92;;x
8785;8;156;220;;x
8786;50;159;93;;x
8787;92;162;221;;x
8788;134;165;94;;x
8789;176;168;222;;x
8790;8;171;95;;x
8791;50;174;223;;x
8792;92;177;96;;x
8793;134;180;224;;x
8794;176;183;97;;x
8795;8;186;225;;x
8796;50;189;98;;x
8797;92;192;226;;x
8798;134;195;99;;x
8799;176;198;227;;x
8800;8;201;0;;x
8801;50;204;128;;x
8802;92;207;1;;x
8803;134;210;129;;x
8804;176;0;2;;x
8805;8;3;130;;x
8806;50;6;3;;x
8807;92;9;131;;x
8808;134;12;4;;x
8809;176;15;132;;x
8810;8;18;5;;x
8811;50;21;133;;x
8812;92;24;6;;x
8813;134;27;134;;x
8814;176;30;7;;x
8815;8;33;135;;x
8816;50;36;8;;x
8817;92;39;136;;x
8818;134;42;9;;x
8819;176;45;137;;x
8820;8;48;10;;x
8821;50;51;138;;x
8822;92;54;11;;x
8823;134;57;139;;x
8824;176;60;12;;x
8825;8;63;140;;x
8826;50;66;13;;x
8827;92;69;141;;x
8828;134;72;14;;x
8829;176;75;142;;x
8830;8;78;15;;x
8831;50;81;143;;x
8832;92;84;16;;x
8833;134;87;144;;x
8834;176;90;17;;x
8835;8;93;145;;x
8836;50;96;18;;x
8837;92;99;146;;x
8838;134;102;19;;x
8839;176;105;147;;x
8840;8;108;20;;x
8841;50;111;148;;x
8842;92;114;21;;x
8843;134;117;149;;x
8844;176;120;22;;x
8845;8;123;150;;x
8846;50;126;23;;x
8847;92;129;151;;x
8848;134;132;24;;x
8849;176;135;152;;x
8850;8;138;25;;x
8851;50;141;153;;x
8852;92;144;26;;x
8853;134;147;154;;x
8854;176;150;27;;x
8855;8;153;155;;x
8856;50;156;28;;x
8857;92;159;156;;x
8858;134;162;29;;x
8859;176;165;157;;x
8860;8;168;30;;x
8861;50;171;158;;x
8862;92;174;31;;x
8863;134;177;159;;x
8864;176;180;32;;x
8865;8;183;160;;x
8866;50;186;33;;x
8867;92;189;161;;x
8868;134;192;34;;x
8869;176;195;162;;x
8870;8;198;35;;x
8871;50;201;163;;x
8872;92;204;36;;x
8873;134;207;164;;x
8874;176;210;37;;x
8875;8;0;165;;x
8876;50;3;38;;x
8877;92;6;166;;x
8878;134;9;39;;x
8879;176;12;167;;x
8880;8;15;40;;x
8881;50;18;168;;x
8882;92;21;41;;x
8883;134;24;169;;x
8884;176;27;42;;x
8885;8;30;170;;x
8886;50;33;43;;x
8887;92;36;171;;x
8888;134;39;44;;x
8889;176;42;172;;x
8890;8;45;45;;x
8891;50;48;173;;x
8892;92;51;46;;x
8893;134;54;174;;x
8894;176;57;47;;x
8895;8;60;175;;x
8896;50;63;48;;x
8897;92;66;176;;x
8898;134;69;49;;x
8899;176;72;177;;x
8900;8;75;50;;x
8901;50;78;178;;x
8902;92;81;51;;x
8903;134;84;179;;x
8904;176;87;52;;x
8905;8;90;180;;x
8906;50;93;53;;x
8907;92;96;181;;x
8908;134;99;54;;x
8909;176;102;182;;x
8910;8;105;55;;x
8911;50;108;183;;x
8912;92;111;56;;x
8913;134;114;184;;x
8914;176;117;57;;x
8915;8;120;185;;x
8916;50;123;58;;x
8917;92;126;186;;x
8918;134;129;59;;x
8919;176;132;187;;x
8920;8;135;60;;x
8921;50;138;188;;x
8922;92;141;61;;x
8923;134;144;189;;x
8924;176;147;62;;x
8925;8;150;190;;x
8926;50;153;63;;x
8927;92;156;191;;x
8928;134;159;64;;x
8929;176;162;192;;x
8930;8;165;65;;x
8931;50;168;193;;x
8932;92;171;66;;x
8933;134;174;194;;x
8934;176;177;67;;x
8935;8;180;195;;x
8936;50;183;68;;x
8937;92;186;196;;x
8938;134;189;69;;x
8939;176;192;197;;x
8940;8;195;70;;x
8941;50;198;198;;x
8942;92;201;71;;x
8943;134;204;199;;x
8944;176;207;72;;x
8945;8;210;200;;x
8946;50;0;73;;x
8947;92;3;201;;x
8948;134;6;74;;x
8949;176;9;202;;x
8950;8;12;75;;x
8951;50;15;203;;x
8952;92;18;76;;x
8953;134;21;204;;x
8954;176;24;77;;x
8955;8;27;205;;x
8956;50;30;78;;x
8957;92;33;206;;x
8958;134;36;79;;x
8959;176;39;207;;x
8960;8;42;80;;x
8961;50;45;208;;x
8962;92;48;81;;x
8963;134;51;209;;x
8964;176;54;82;;x
8965;8;57;210;;x
8966;50;60;83;;x
8967;92;63;211;;x
8968;134;66;84;;x
8969;176;69;212;;x
8970;8;72;85;;x
8971;50;75;213;;x
8972;92;78;86;;x
8973;134;81;214;;x
8974;176;84;87;;x
8975;8;87;215;;x
8976;50;90;88;;x
8977;92;93;216;;x
8978;134;96;89;;x
8979;176;99;217;;x
8980;8;102;90;;x
8981;50;105;218;;x
8982;92;108;91;;x
8983;134;111;219;;x
8984;176;114;92;;x
8985;8;117;220;;x
8986;50;120;93;;x
8987;92;123;221;;x
8988;134;126;94;;x
8989;176;129;222;;x
8990;8;132;95;;x
8991;50;135;223;;x
8992;92;138;96;;x
8993;134;141;224;;x
8994;176;144;97;;x
8995;8;147;225;;x
8996;50;150;98;;x
8997;92;153;226;;x
8998;134;156;99;;x
8999;176;159;227;;x
9000;9;162;0;;x
9001;51;165;128;;x
9002;93;168;1;;x
9003;135;171;129;;x
9004;177;174;2;;x
9005;9;177;130;;x
9006;51;180;3;;x
9007;93;183;131;;x
9008;135;186;4;;x
9009;177;189;132;;x
9010;9;192;5;;x
9011;51;195;133;;x
9012;93;198;6;;x
9013;135;201;134;;x
9014;177;204;7;;x
9015;9;207;135;;x
9016;51;210;8;;x
9017;93;0;136;;x
9018;135;3;9;;x
9019;177;6;137;;x
9020;9;9;10;;x
9021;51;12;138;;x
9022;93;15;11;;x
9023;135;18;139;;x
9024;177;21;12;;x
9025;9;24;140;;x
9026;51;27;13;;x
9027;93;30;141;;x
9028;135;33;14;;x
9029;177;36;142;;x
9030;9;39;15;;x
9031;51;42;143;;x
9032;93;45;16;;x
9033;135;48;144;;x
9034;177;51;17;;x
9035;9;54;145;;x
9036;51;57;18;;x
9037;93;60;146;;x
9038;135;63;19;;x
9039;177;66;147;;x
9040;9;69;20;;x
9041;51;72;148;;x
9042;93;75;21;;x
9043;135;78;149;;x
9044;177;81;22;;x
9045;9;84;150;;x
9046;51;87;23;;x
9047;93;90;151;;x
9048;135;93;24;;x
9049;177;96;152;;x
9050;9;99;25;;x
9051;51;102;153;;x
9052;93;105;26;;x
9053;135;108;154;;x
9054;177;111;27;;x
9055;9;114;155;;x
9056;51;117;28;;x
9057;93;120;156;;x
9058;135;123;29;;x
9059;177;126;157;;x
9060;9;129;30;;x
9061;51;132;158;;x
9062;93;135;31;;x
9063;135;138;159;;x
9064;177;141;32;;x
9065;9;144;160;;x
9066;51;147;33;;x
9067;93;150;161;;x
9068;135;153;34;;x
9069;177;156;162;;x
9070;9;159;35;;x
9071;51;162;163;;x
9072;93;165;36;;x
9073;135;168;164;;x
9074;177;171;37;;x
9075;9;174;165;;x
9076;51;177;38;;x
9077;93;180;166;;x
9078;135;183;39;;x
9079;177;186;167;;x
9080;9;189;40;;x
9081;51;192;168;;x
9082;93;195;41;;x
9083;135;198;169;;x
9084;177;201;42;;x
9085;9;204;170;;x
9086;51;207;43;;x
9087;93;210;171;;x
9088;135;0;44;;x
9089;177;3;172;;x
9090;9;6;45;;x
9091;51;9;173;;x
9092;93;12;46;;x
9093;135;15;174;;x
9094;177;18;47;;x
9095;9;21;175;;x
9096;51;24;48;;x
9097;93;27;176;;x
9098;135;30;49;;x
9099;177;33;177;;x
9100;9;36;50;;x
9101;51;39;178;;x
9102;93;42;51;;x
9103;135;45;179;;x
9104;177;48;52;;x
9105;9;51;180;;x
9106;51;54;53;;x
9107;93;57;181;;x
9108;135;60;54;;x
9109;177;63;182;;x
9110;9;66;55;;x
9111;51;69;183;;x
9112;93;72;56;;x
9113;135;75;184;;x
9114;177;78;57;;x
9115;9;81;185;;x
9116;51;84;58;;x
9117;93;87;186;;x
9118;135;90;59;;x
9119;177;93;187;;x
9120;9;96;60;;x
9121;51;99;188;;x
9122;93;102;61;;x
9123;135;105;189;;x
9124;177;108;62;;x
9125;9;111;190;;x
9126;51;114;63;;x
9127;93;117;191;;x
9128;135;120;64;;x
9129;177;123;192;;x
9130;9;126;65;;x
9131;51;129;193;;x
9132;93;132;66;;x
9133;135;135;194;;x
9134;177;138;67;;x
9135;9;141;195;;x
9136;51;144;68;;x
9137;93;147;196;;x
9138;135;150;69;;x
9139;177;153;197;;x
9140;9;156;70;;x
9141;51;159;198;;x
9142;93;162;71;;x
9143;135;165;199;;x
9144;177;168;72;;x
9145;9;171;200;;x
9146;51;174;73;;x
9147;93;177;201;;x
9148;135;180;74;;x
9149;177;183;202;;x
9150;9;186;75;;x
9151;51;189;203;;x
9152;93;192;76;;x
9153;135;195;204;;x
9154;177;198;77;;x
9155;9;201;205;;x
9156;51;204;78;;x
9157;93;207;206;;x
9158;135;210;79;;x
9159;177;0;207;;x
9160;9;3;80;;x
9161;51;6;208;;x
9162;93;9;81;;x
9163;135;12;209;;x
9164;177;15;82;;x
9165;9;18;210;;x
9166;51;21;83;;x
9167;93;24;211;;x
9168;135;27;84;;x
9169;177;30;212;;x
9170;9;33;85;;x
9171;51;36;213;;x
9172;93;39;86;;x
9173;135;42;214;;x
9174;177;45;87;;x
9175;9;48;215;;x
9176;51;51;88;;x
9177;93;54;216;;x
9178;135;57;89;;x
9179;177;60;217;;x
9180;9;63;90;;x
9181;51;66;218;;x
9182;93;69;91;;x
9183;135;72;219;;x
9184;177;75;92;;x
9185;9;78;220;;x
9186;51;81;93;;x
9187;93;84;221;;x
9188;135;87;94;;x
9189;177;90;222;;x
9190;9;93;95;;x
9191;51;96;223;;x
9192;93;99;96;;x
9193;135;102;224;;x
9194;177;105;97;;x
9195;9;108;225;;x
9196;51;111;98;;x
9197;93;114;226;;x
9198;135;117;99;;x
9199;177;120;227;;x
9200;9;123;0;;x
9201;51;126;128;;x
9202;93;129;1;;x
9203;135;132;129;;x
9204;177;135;2;;x
9205;9;138;130;;x
9206;51;141;3;;x
9207;93;144;131;;x
9208;135;147;4;;x
9209;177;150;132;;x
9210;9;153;5;;x
9211;51;156;133;;x
9212;93;159;6;;x
9213;135;162;134;;x
9214;177;165;7;;x
9215;9;168;135;;x
9216;51;171;8;;x
9217;93;174;136;;x
9218;135;177;9;;x
9219;177;180;137;;x
9220;9;183;10;;x
9221;51;186;138;;x
9222;93;189;11;;x
9223;135;192;139;;x
9224;177;195;12;;x
9225;9;198;140;;x
9226;51;201;13;;x
9227;93;204;141;;x
9228;135;207;14;;x
9229;177;210;142;;x
9230;9;0;15;;x
9231;51;3;143;;x
9232;93;6;16;;x
9233;135;9;144;;x
9234;177;12;17;;x
9235;9;15;145;;x
9236;51;18;18;;x
9237;93;21;146;;x
9238;135;24;19;;x
9239;177;27;147;;x
9240;9;30;20;;x
9241;51;33;148;;x
9242;93;36;21;;x
9243;135;39;149;;x
9244;177;42;22;;x
9245;9;45;150;;x
9246;51;48;23;;x
9247;93;51;151;;x
9248;135;54;24;;x
9249;177;57;152;;x
9250;9;60;25;;x
9251;51;63;153;;x
9252;93;66;26;;x
9253;135;69;154;;x
9254;177;72;27;;x
9255;9;75;155;;x
9256;51;78;28;;x
9257;93;81;156;;x
9258;135;84;29;;x
9259;177;87;157;;x
9260;9;90;30;;x
9261;51;93;158;;x
9262;93;96;31;;x
9263;135;99;159;;x
9264;177;102;32;;x
9265;9;105;160;;x
9266;51;108;33;;x
9267;93;111;161;;x
9268;135;114;34;;x
9269;177;117;162;;x
9270;9;120;35;;x
9271;51;123;163;;x
9272;93;126;36;;x
9273;135;129;164;;x
9274;177;132;37;;x
9275;9;135;165;;x
9276;51;138;38;;x
9277;93;141;166;;x
9278;135;144;39;;x
9279;177;147;167;;x
9280;9;150;40;;x
9281;51;153;168;;x
9282;93;156;41;;x
9283;135;159;169;;x
9284;177;162;42;;x
9285;9;165;170;;x
9286;51;168;43;;x
9287;93;171;171;;x
9288;135;174;44;;x
9289;177;177;172;;x
9290;9;180;45;;x
9291;51;183;173;;x
9292;93;186;46;;x
9293;135;189;174;;x
9294;177;192;47;;x
9295;9;195;175;;x
9296;51;198;48;;x
9297;93;201;176;;x
9298;135;204;49;;x
9299;177;207;177;;x
9300;9;210;50;;x
9301;51;0;178;;x
9302;93;3;51;;x
9303;135;6;179;;x
9304;177;9;52;;x
9305;9;12;180;;x
9306;51;15;53;;x
9307;93;18;181;;x
9308;135;21;54;;x
9309;177;24;182;;x
9310;9;27;55;;x
9311;51;30;183;;x
9312;93;33;56;;x
9313;135;36;184;;x
9314;177;39;57;;x
9315;9;42;185;;x
9316;51;45;58;;x
9317;93;48;186;;x
9318;135;51;59;;x
9319;177;54;187;;x
9320;9;57;60;;x
9321;51;60;188;;x
9322;93;63;61;;x
9323;135;66;189;;x
9324;177;69;62;;x
9325;9;72;190;;x
9326;51;75;63;;x
9327;93;78;191;;x
9328;135;81;64;;x
9329;177;84;192;;x
9330;9;87;65;;x
9331;51;90;193;;x
9332;93;93;66;;x
9333;135;96;194;;x
9334;177;99;67;;x
9335;9;102;195;;x
9336;51;105;68;;x
9337;93;108;196;;x
9338;135;111;69;;x
9339;177;114;197;;x
9340;9;117;70;;x
9341;51;120;198;;x
9342;93;123;71;;x
9343;135;126;199;;x
9344;177;129;72;;x
9345;9;132;200;;x
9346;51;135;73;;x
9347;93;138;201;;x
9348;135;141;74;;x
9349;177;144;202;;x
9350;9;147;75;;x
9351;51;150;203;;x
9352;93;153;76;;x
9353;135;156;204;;x
9354;177;159;77;;x
9355;9;162;205;;x
9356;51;165;78;;x
9357;93;168;206;;x
9358;135;171;79;;x
9359;177;174;207;;x
9360;9;177;80;;x
9361;51;180;208;;x
9362;93;183;81;;x
9363;135;186;209;;x
9364;177;189;82;;x
9365;9;192;210;;x
9366;51;195;83;;x
9367;93;198;211;;x
9368;135;201;84;;x
9369;177;204;212;;x
9370;9;207;85;;x
9371;51;210;213;;x
9372;93;0;86;;x
9373;135;3;214;;x
9374;177;6;87;;x
9375;9;9;215;;x
9376;51;12;88;;x
9377;93;15;216;;x
9378;135;18;89;;x
9379;177;21;217;;x
9380;9;24;90;;x
9381;51;27;218;;x
9382;93;30;91;;x
9383;135;33;219;;x
9384;177;36;92;;x
9385;9;39;220;;x
9386;51;42;93;;x
9387;93;45;221;;x
9388;135;48;94;;x
9389;177;51;222;;x
9390;9;54;95;;x
9391;51;57;223;;x
9392;93;60;96;;x
9393;135;63;224;;x
9394;177;66;97;;x
9395;9;69;225;;x
9396;51;72;98;;x
9397;93;75;226;;x
9398;135;78;99;;x
9399;177;81;227;;x
9400;9;84;0;;x
9401;51;87;128;;x
9402;93;90;1;;x
9403;135;93;129;;x
