#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###### Misc events, decisions, modifiers;;;;;;;;;;;;x
###### Georgian Schism;;;;;;;;;;;;x
GEORGIAN.1.title;The Georgian Church;L'Église géorgienne;;;La iglesia Georgiana;;;;;;;x
WtWSMS_pots.6.c;Never! The words of these false prophets shall not question those of [Root.GetHighGodName].;Jamais ! Les paroles de ces faux prophètes ne remettront pas en question celles de [Root.GetHighGodName].;;;;;;;;;;x
WtWSMS_pots.7.desc;Your liege, [Root.Liege.GetTitledFirstName], has not yet embraced the message offered by the one true Christian God. This means that the position of the faithful across the realm has not been secured, and that they risk persecution by the more zealous infidels. However there is still hope, and you could both get the approval of other faithful and gain a prominent position if you were to persuade [Root.Liege.GetTitledFirstName] to convert and become [Root.Religion.GetName]. Naturally however a refusal could come with risks.;Votre seigneur, [Root.Liege.GetTitledFirstName], n'a pas encore embrassé le message offert par le seul vrai Dieu chrétien. Cela signifie que la position des fidèles à travers le royaume n'a pas été assurée et qu'ils risquent d'être persécutés par les infidèles les plus zélés. Cependant, il y a encore de l'espoir, et vous pourriez tous les deux obtenir l'approbation d'autres fidèles et obtenir une position dominante si vous persuadiez [Root.Liege.GetTitledFirstName] de vous convertir et de devenir [Root.Religion.GetName]. Naturellement, cependant, un refus peut comporter des risques.;;;;;;;;;;x
WtWSMS_pots.7.a;I will spread the gospel of [Root.GetHighGodName] by converting [Root.Liege.GetTitledFirstName]!;Je vais répandre l'évangile de [Root.GetHighGodName] en convertissant [Root.Liege.GetTitledFirstName] !;;;;;;;;;;x
WtWSMS_pots.7.b;We shall proceed more carefully in our mission.;Nous allons procéder plus prudemment dans notre mission.;;;;;;;;;;x
WtWSMS_pots.8.desc;Reciting quotes from [From.GetHerHis] holy scripture in a patronising tone, [From.GetTitledFirstName] put the emphasis on the truth in the message of the [From.Religion.GetName] religion during one of your recent encounters, and the salvation it could give you to convert as a ruler. However, if you were to disregard this advice, [From.GetTitledFirstName] cited many dangerous risks for your after-life.;Réciter des citations de l'Écriture sainte sur un ton condescendant, [From.GetTitledFirstName] mets l'accent sur la vérité dans le message de la religion [From.Religion.GetName] au cours d'une de vos récentes rencontres, et le salut qu'elle pourrait vous donner en vous convertissant en tant que dirigeant. Cependant, si vous ne tenez pas compte de ce conseil, [From.GetTitledFirstName] a cité de nombreux risques dangereux pour votre vie après la mort.;;;;;;;;;;x
WtWSMS_pots.8.a;Let us embrace the gospel of [From.GetHighGodName]!;Embrassons l'évangile de [From.GetHighGodName] !;;;;;;;;;;x
WtWSMS_pots.8.b;I will consider it.;Je vais y réfléchir.;;;;;;;;;;x
WtWSMS_pots.8.c;Never! The words of these false prophets shall not question those of [Root.GetHighGodName].;Jamais ! Les paroles de ces faux prophètes ne remettront pas en question celles de [Root.GetHighGodName].;;;;;;;;;;x 
WtWSMS_pots.9.desc;In all of your meetings, your vassal [christian_burgher.GetTitledFirstName] has been stressing the importance of trade for prosperity of the realm and the advantage of city merchants. Yet, because of religious differences, trade is being hurt across the realm according to [christian_burgher.GetTitledFirstName]. Therefore [christian_burgher.GetSheHe] carefully suggested that your conversion to [christian_burgher.Religion.GetName] wouldn't only come with spiritual gain.;Durant une de vos réunions, votre vassal, [christian_burgher.GetTitledFirstName] a souligné l'importance du commerce pour la prospérité du royaume et l'avantage des marchands de la ville. Pourtant, à cause des différences religieuses, le commerce souffre à travers le royaume selon [christian_burgher.GetTitledFirstName]. Par conséquent, [christian_burgher.GetSheHe]  a soigneusement suggéré que votre conversion au [christian_burgher.Religion.GetName] ne viendrait pas uniquement avec un gain spirituel.;;;;;;;;;;x
WtWSMS_pots.9.a;Let us embrace the gospel of [christian_burgher.GetHighGodName]!;Embrassons l'évangile de [christian_burgher.GetHighGodName] !;;;;;;;;;;x
WtWSMS_pots.9.b;I will consider it.;Je vais y réfléchir.;;;;;;;;;;x
WtWSMS_pots.9.c;Never! The words of these false prophets shall not question those of [Root.GetHighGodName].;Jamais ! Les paroles de ces faux prophètes ne remettront pas en question celles de [Root.GetHighGodName].;;;;;;;;;;x 
WtWSMS_pots.10.desc;Recently, the pillow talk of your wife [christian_wife.GetFirstName] on the role of religion in both this life and the after-live has been very persuasive. All the talk of a White Christ is convincing and you know understand the message of the [christian_wife.Religion.GetName] religion. Yet, you remain uncertain on whether a break with your ancestral practices would be wise.;Récemment, les discussions sur l'oreiller de votre femme [christian_wife.GetFirstName] sur le rôle de la religion dans cette vie et dans l'après-vie ont été très convaincantes. Tout le discours d'un Christ blanc est convaincant et vous savez comprendre le message de la religion [christian_wife.Religion.GetName]. Pourtant, vous restez incertain sur la question de savoir si une rupture avec vos pratiques ancestrales serait sage.;;;;;;;;;;x
WtWSMS_pots.10.a;Yes, my love, I shall convert.;Oui, mon amour, je vais me convertir.;;;;;;;;;;x
WtWSMS_pots.10.b;I will consider it.;Je vais y réfléchir.;;;;;;;;;;x
WtWSMS_pots.10.c;How dare you comment my religion?;Comment osez-vous critiquer ma religion ?;;;;;;;;;;x
WtWSMS_pots.11.desc;Recently, the pillow talk of your concubine [christian_concubine.GetFirstName] on the role of religion in both this life and the after-live has been very persuasive. All the talk of a White Christ is convincing and you know understand the message of the [christian_concubine.Religion.GetName] religion. Yet, you remain uncertain on whether a break with your ancestral practices would be wise.;Récemment, les discussions sur l'oreiller de votre concubine [christian_concubine.GetFirstName] sur le rôle de la religion dans cette vie et dans l'après-vie ont été très convaincantes. Tout le discours d'un Christ blanc est convaincant et vous savez comprendre le message de la religion [christian_concubine.Religion.GetName]. Pourtant, vous restez incertain sur la question de savoir si une rupture avec vos pratiques ancestrales serait sage.;;;;;;;;;;x
WtWSMS_pots.11.a;Yes, my love, I shall convert.;Oui, mon amour, je vais me convertir.;;;;;;;;;;x
WtWSMS_pots.11.b;I will consider it.;Je vais y réfléchir.;;;;;;;;;;x
WtWSMS_pots.11.c;How dare you comment my religion?;Comment osez-vous critiquer ma religion ?;;;;;;;;;;x
WtWSMS_pots.12.desc;Your [christian_courtier.Religion.GetName] courtier, [christian_courtier.GetFirstName], has lately been soliciting you more and more, to the point that you have gotten into several arguments on religious topics. This insistence could be seen as insulting from a lowly courtier to a ruler such as you, but on the other hand doubt besets you on whether or not the [christian_courtier.Religion.GetName] religion couldn't benefit you.;Votre courtisan [christian_courtier.Religion.GetName], vous a récemment sollicité de plus en plus, au point que vous avez eu plusieurs discussions sur des sujets religieux. Cette insistance pourrait être perçue comme une insulte de la part d'un humble courtisan envers un dirigeant comme vous, mais d'un autre côté, vous doutez que la religion [christian_courtier.Religion.GetName] ne puisse pas vous être bénéfique.;;;;;;;;;;x
WtWSMS_pots.12.a;Let us embrace the gospel of [christian_courtier.GetHighGodName]!;Embrassons l'évangile de [christian_courtier.GetHighGodName] !;;;;;;;;;;x
WtWSMS_pots.12.b;I will consider it.;Je vais y réfléchir.;;;;;;;;;;x
WtWSMS_pots.12.c;How dare [christian_courtier.GetSheHe] approach me in that tone! [christian_courtier.GetSheHe] will pay for it.;Comment ose-t-[christian_courtier.GetSheHe] s'approcher de moi sur ce ton ! [christian_courtier.GetSheHe] le paiera.;;;;;;;;;;x 
WtWSMS_pots.13.desc;Council meetings have always lead to heated discussions given that there is wide range of opinions, but in recent times they have been especially intense on religious matters in particular. Your [christian_councillour.Religion.GetName] has repeatedly asked for additional guarantees for the [christian_councillour.Religion.GetName] population of the realm, and implied that his advice on the matter would be a conversion to appease the tense situation.;Les réunions du Conseil ont toujours donné lieu à des discussions animées en raison de la grande diversité des opinions, mais ces dernières années, elles ont été particulièrement intenses sur les questions religieuses en particulier. Votre [christian_councillour.Religion.GetName] a demandé à plusieurs reprises des garanties supplémentaires pour la population [christian_councillour.Religion.GetName] du royaume, et a laissé entendre que ses conseils en la matière seraient une conversion pour apaiser la situation tendue.;;;;;;;;;;x
WtWSMS_pots.13.a;Let us embrace the gospel of [christian_councillour.GetHighGodName]!;Embrassons l'évangile de [christian_councillour.GetHighGodName] !;;;;;;;;;;x
WtWSMS_pots.13.b;I will consider it.;Je vais y réfléchir.;;;;;;;;;;x
WtWSMS_pots.13.c;It is not the role of a mere councillor to determine the religion of this court.;Ce n'est pas le rôle d'un simple conseiller de déterminer la religion de cette cour.;;;;;;;;;;x 
WtWSMS_pots.14.desc;A [christian_missionary.Religion.GetName] missionary from the neighbouring realm of [christian_missionary.Liege.PrimaryTitle.GetFullName] has arrived to your court. After demanding audience to you, [christian_missionary.GetSheHe] has started to preach at your court with the aim of bringing the message of the [christian_missionary.Religion.GetName] Christ to your courtiers. His main duty according to himself is to baptise you.;Un missionnaire [christian_missionary.Religion.GetName] du royaume voisin de [christian_missionary.Liege.PrimaryTitle.GetFullName]  est arrivé à votre cour. Après vous avoir demandé une audience, il a commencé à prêcher à votre cour dans le but d'apporter le message du Christ [christian_missionary.Religion.GetName] à vos courtisans. Son principal devoir, selon lui, est de vous baptiser.;;;;;;;;;;x 
WtWSMS_pots.14.a;Let us embrace the gospel of [From.GetHighGodName]!;Embrassons l'évangile de [christian_councillour.GetHighGodName] !;;;;;;;;;;x
WtWSMS_pots.14.b;I will consider it.;Je vais y réfléchir.;;;;;;;;;;x
WtWSMS_pots.14.c;Never! The words of these false prophets shall not question those of [Root.GetHighGodName].;Jamais ! Les paroles de ces faux prophètes ne remettront pas en question celles de [Root.GetHighGodName].;;;;;;;;;;x
WtWSMS_pots.15.desc;A while ago, you promised [FromFrom.GetFirstName] to consider conversion to [FromFrom.GetHerHis] [FromFrom.Religion.GetName] religion. Now [FromFrom.GetFirstName] is back to once again demand conversion, and the time has come for you to make your decision to clarify your stance.;Il y a quelque temps, vous avez promis à [FromFrom.GetFirstName] d'envisager la conversion à la religion [FromFrom.Religion.GetName]. Maintenant, [FromFrom.GetFirstName] est de retour pour la demande de conversion une fois de plus, et le temps est venu pour vous de prendre votre décision de clarifier votre position.;;;;;;;;;;x
WtWSMS_pots.15.a;I shall convert to the [FromFrom.Religion.GetName] religion!;Je vais me convertir à la religion [FromFrom.Religion.GetName] !;;;;;;;;;;x
WtWSMS_pots.15.b;I shall stay true to the faith of my ancestors, [Root.Religion.GetName].;Je resterai fidèle à la foi de mes ancêtres, [Root.Religion.GetName].;;;;;;;;;;x
WtWSMS_pots.16.desc;Last evening, while you were doing the final preparations for the upcoming battle, exhausted by the workload and feeling slightly dizzy, you suddenly heard something. Looking behind you, you spotted a strange sign, one which you had never seen before. This sign, you are increasingly convinced, was one from heaven, and means that in the battle you are fighting under the protection of the Christian God. First of all, you couldn't believe your eyes, but after discussing with a Christian aide you understood that this was a vision sent to you by his God.;Hier soir, alors que vous étiez en train de faire les derniers préparatifs pour la bataille à venir, épuisé par la charge de travail et un peu étourdi, vous avez soudainement entendu quelque chose. En regardant derrière vous, vous avez vu un signe étrange, un signe que vous n'aviez jamais vu auparavant. Ce signe, vous en êtes de plus en plus convaincus, était un signe du ciel, et signifie que dans la bataille vous combattez sous la protection du Dieu chrétien. Tout d'abord, vous ne pouviez pas croire vos yeux, mais après avoir discuté avec un assistant chrétien, vous avez compris qu'il s'agissait d'une vision qui vous a été envoyée par son Dieu.;;;;;;;;;;x
