#EVENTS;;;;;;;;;;;;;;x
VIETmisc.2016.desc;A new cosmetic popular among the noblewomen is made using the egg yolk of from quail eggs instead of the usual chicken eggs. But quail eggs are a rare luxury much more suited for gourmet food. Are these women truly vain?;Un nouveau cosmétique populaire parmi les femmes nobles est fait en utilisant le jaune d'oeuf des oeufs de caille au lieu des oeufs de poule habituels. Mais les oeufs de caille sont un luxe rare, beaucoup plus adapté à la gastronomie. Ces femmes sont-elles vraiment vaines ?;;;;;;;;;;x
VIETmisc.2016.a;A useless product!;Un produit inutile !;;;;;;;;;;;;x
VIETmisc.2202.desc;Pumpkins may not be as popular as other foods from the Far West such as potatoes or tomatoes, but they sure have their appeal. You’ve taken a liking to roasted pumpkin seeds. Humble and simple they may be, but their appeal can’t be denied.;Les citrouilles ne sont peut-être pas aussi populaires que d'autres aliments du Far West comme les pommes de terre ou les tomates, mais elles ont certainement leur attrait. Vous aimez les graines de courge grillées. Elles peuvent être humbles et simples, mais leur charme ne peut pas être rejeté.;;;;;;;;;;x
VIETmisc.2202.a;Mmmm!;Mmmm !;;;;;;;;;;;;x
VIETmisc.2203.desc;Is there a difference between apple juice and apple cider? A courtier of mine claims so, and has been harassing anyone who can’t figure out otherwise.;Y a-t-il une différence entre le jus de pomme et le cidre de pomme ? Un de mes courtisans le prétend, et a harcelé tous ceux qui n'arrivaient pas à comprendre autrement.;;;;;;;;;;x
VIETmisc.2203.a;What a jerk.;Quel connard.;;;;;;;;;;;;x
VIETmisc.2204.desc;I ate too much candy.;J'ai trop mangé de bonbons.;;;;;;;;;;x
VIETmisc.2204.a;Guggghhh...;Guggghhh...;;;;;;;;;;;;x
VIETmisc.2205.desc;I was browsing some wares at the market when I saw a foreign adventurer walking by. One of my guards sneered at him, and told the man in his husky, coarse voice: “We’re watching you… scum.”;Je cherchais des marchandises au marché quand j'ai vu passer un aventurier étranger. Un de mes gardes s'est moqué de lui, et a dit à l'homme à la voix rauque et grossière : "On te regarde... racaille.";;;;;;;;;;x
VIETmisc.2205.a;That’s right, scum! You foreigners are no good.;C'est vrai, ordure ! Vous les étrangers, vous n'êtes pas bons.;;;;;;;;;;;;x
VIETmisc.2205.b;Hey, hey, that’s no way to treat anybody.;Hé, hé, c'est pas une façon de traiter quelqu'un.;;;;;;;;;;;;x
VIETmisc.2206.desc;You found an interesting play not too long ago, called the “Lusty [Root.Culture.GetName] Maid,” and decided to take some time to read it today.;Vous avez trouvé une pièce de théâtre intéressante il n' y a pas si longtemps, appelée "la vigoureuse servante [Root.Culture.GetName]", et vous avez décidé de prendre le temps de la lire aujourd'hui.;;;;;;;;;;x
VIETmisc.2206.a;Flip to a random page;Aller sur une page aléatoire;;;;;;;;;;;;x
VIETmisc.2207.title;The Lusty [Root.Culture.GetName] Maid;La vigoureuse servante [Root.Culture.GetName];;;;;;;;;;x
VIETmisc.2207.desc;\n\nMaid: I must finish my cleaning, sir. The mistress will have my head if I do not!\nMaster: Cleaning, eh? I have something for you. Here, polish my spear.\nMaid: But it is huge! It could take me all night!\nMaster: Plenty of time, my sweet. Plenty of time.\nEND OF ACT IV, SCENE III;\n\nServante : Je dois finir mon nettoyage, monsieur. La maîtresse aura ma tête si je ne le fais pas !\nMaître : Du nettoyage, hein? J'ai quelque chose pour toi. Tiens, polis ma lance.\nServante : Mais elle est énorme! Ça pourrait me prendre toute la nuit !\nMaître : Beaucoup de temps, ma douce. Beaucoup de temps.\nFIN DE L'ACTE IV, SCÈNE III;;;;;;;;;;x
VIETmisc.2207.a;This book is vile! I must destroy it.;Ce livre est ignoble! Je dois le détruire.;;;;;;;;;;;;x
VIETmisc.2207.b;I don’t get it.;Je ne comprends pas.;;;;;;;;;;;;x
VIETmisc.2207.c;I like this. A lot.;J'aime ça. Beaucoup.;;;;;;;;;;;;x
VIETmisc.2208.desc;What an excellent meal! Today your cook decided to do something a bit different, serving you foreign, exotic recipes. You ask your cook what was in that delicious sauce. The man thinks for a moment, before replying, “Powdered deer penis.”;Quel excellent repas! Aujourd'hui, votre cuisinier a décidé de faire quelque chose d'un peu différent, en vous servant des recettes exotiques et étrangères. Vous demandez à votre cuisinier ce qu'il y avait dans cette délicieuse sauce.L'homme pense un instant, avant de répondre : "Pénis de cerf en poudre.";;;;;;;;;;x
VIETmisc.2208.a;WHAT IN THE NAME OF -;QU'EST CE QUE VOUS -;;;;;;;;;;;;x
VIETmisc.2208.b;Oh. Interesting.;Oh. Intéressant.;;;;;;;;;;;;x
VIETmisc.2209.desc;You are taking a break from discussing war plans with your fellow commanders, and decide to start chatting with one of your guards. He tells you, “My cousin is out fighting infidels, and what do I get? Guard duty.”;Vous prenez une pause pour discuter des plans de guerre avec vos camarades commandants et décidez de commencer à discuter avec l'un de vos gardes. Il vous dit : "Mon cousin se bat contre les infidèles, et qu'est-ce que je gagne ? Le devoir de garde.";;;;;;;;;;x
VIETmisc.2209.a;Worry not, you’ll get an opportunity to kill infidels soon.;Ne vous inquiétez pas, vous aurez bientôt l'occasion de tuer des infidèles.;;;;;;;;;;;;x
VIETmisc.2209.b;Everyone does their part. Even guard duty has its honor.;Tout le monde fait sa part. Même le devoir de garde a son honneur.;;;;;;;;;;;;x
VIETmisc.2209.c;Don’t complain.;Ne vous plaignez pas.;;;;;;;;;;;;x
VIETmisc.2210.desc;You overhear one of your guards saying to another, I got to thinking, maybe I’m the Saoshyant, and I just don’t know it yet!”;Vous avez entendu un de vos gardes dire à un autre : "Je me suis dit que je suis peut-être le Saoshyant, mais je ne le sais pas encore !";;;;;;;;;;x
VIETmisc.2210.a;Haha, that’s a good one.;Hahaha, elle est une bonne.;;;;;;;;;;;;x
VIETmisc.2210.b;Who knows?;Qui sait ?;;;;;;;;;;;;x
VIETmisc.2211.desc;I find one of my courtier’s wolfish grins unsettling.;J'ai vu un sourire inquiétant de la part d'un de mes courtisans.;;;;;;;;;;x
VIETmisc.2211.a;Yeesh!;Ouiih !;;;;;;;;;;;;x
VIETmisc.2212.desc;You pass by a [Root.Religion.GetName] preacher on the street who looks deranged. He screams: “[Root.Religion.GetRandomGodName] THE MIGHTY! [Root.Religion.GetRandomGodName] THE UNERRING! [Root.Religion.GetRandomGodName] THE UNASSAILABLE! TO YOU WE GIVE PRAISE! WE ARE BUT MAGGOTS, WRITING IN THE FILTH OF OUR OWN CORRUPTION! WHILE YOU HAVE - ”;Vous passez devant un prêcheur [Root.Religion.GetName] dans la rue qui a l'air dérangé. Il crie : "“[Root.Religion.GetRandomGodName] LE PUISSANT ! [Root.Religion.GetRandomGodName] L'INFAILLIBLE ! [Root.Religion.GetRandomGodName] L'INCONTESTABLE ! NOUS VOUS FÉLICITONS ! NOUS NE SOMMES QUE DES ASTICOTS, ÉCRIVANT DANS LA CRASSE DE NOTRE CORRUPTION ! PENDANT QUE VOUS AVEZ -";;;;;;;;;;x
VIETmisc.2212.a;Heavens have mercy, he is annoying.;Que les cieux ont pitié, il est agaçant.;;;;;;;;;;;;x
VIETmisc.2213.desc;In the market, you encounter a courtier, who doesn’t seem to recognize you and mistakes you for a lesser noble. The courtier says, haughtily: “Do you go to [From.GetFirstName]’s palace very often? Oh what am I saying, of course you don’t. I actually advise the [Root.GetTitle] on political matters. My input is invaluable, of course. But this is all probably a bit over your head.”;Au marché, vous rencontrez un courtisan qui ne semble pas vous reconnaître et vous prend pour un noble de moindre importance. Le courtisan dit, avec arrogance : "Vous allez souvent au palais de [From.GetFirstName] ? Qu'est-ce que je dis, bien sûr que non. En fait, je conseille le [Root.GetTitle] sur les questions politiques. Ma contribution est inestimable, bien sûr. Mais c'est probablement un peu au dessus de votre tête.";;;;;;;;;;x
VIETmisc.2213.a;Why you arrogant little…;Pourquoi vous êtes si arrogante...;;;;;;;;;;;;x
VIETmisc.2213.b;Ignore the fool and move on.;Ignorez l'imbécile et passez à autre chose.;;;;;;;;;;;;x
VIETmisc.2214.desc;Before you land the finishing blow on the enemy soldier, who now lays, half-dead, crumpled, on the ground, he grins and says defiantly, “My ancestors are smiling at me, [Root.Culture.GetName] trash, can you say the same?”;Avant que vous ne donniez le coup de grâce sur le soldat ennemi, qui est maintenant couché, à moitié mort, froissé, sur le sol, il sourit et dit d'un air de défi : "Mes ancêtres me sourient, ordures de [Root.Culture.GetName], pouvez-vous dire la même chose ?";;;;;;;;;;x
VIETmisc.2214.a;You duly kill him.;Vous l'avez dûment tué.;;;;;;;;;;;;x
VIETmisc.2215.desc;“WHY. WON’T. YOU. DIEEEE!!!!!” the enemy warrior screams as he lunges at you.\n\nMoments later, he falls down, dead, slain by your own hand.;"POURQUOI.VOUS.NE.MOUREZ.PAS!!!!!” le guerrier ennemi crie en se jetant sur vous. Quelques instants plus tard, il tombe, mort, tué de votre propre main.;;;;;;;;;;x
VIETmisc.2215.a;He was too reckless.;Il était trop imprudent.;;;;;;;;;;;;x
VIETmisc.2216.desc;A foolish, foppish, silly-looking young man runs up to you, squealing with glee. “By [Root.Religion.GetRandomGodName]! By [Root.Religion.GetRandomGodName]! By [Root.Religion.GetRandomGodName]! It's the [Root.GetTitle]! I can't believe it's you! Standing here, next to me!”;Un jeune homme stupide, débile et ridicule s'approche de vous en courant, en criant de joie. "Par [Root.Religion.GetRandomGodName] ! Par [Root.Religion.GetRandomGodName] ! Par [Root.Religion.GetRandomGodName] ! C'est le [Root.GetTitle] ! Je ne peux pas croire que c'est vous ! Restez ici, à côté de moi !";;;;;;;;;;x
VIETmisc.2216.a;Begone, pathetic worm!;Va-t'en, minable ver !;;;;;;;;;;;;x
VIETmisc.2216.b;Out of my sight before I am forced to kill you!;Hors de ma vue avant que je ne sois forcé de vous tuer !;;;;;;;;;;;;x
VIETmisc.2216.c;Don’t bother me, useless filth!;Ne m'embêtez pas, saleté inutile !;;;;;;;;;;;;x
VIETmisc.2216.d;I will not associate myself with disgusting vermin like you!;Je ne m'associerai pas à une vermine dégoûtante comme vous !;;;;;;;;;;;;x
VIETmisc.2217.desc;The young buffoon seems to ignore your insults, and continues: “Wow! You're the [Root.GetTitle]! You're the best! Can I... Can I follow you around? I won't get in the way!”;Le jeune bouffon semble ignorer vos insultes et continue : "Wow ! Vous êtes le [Root.GetTitle] ! Vous êtes Tu es le meilleur ! Je peux vous suivre ? Je ne me mettrai pas en travers de votre route !";;;;;;;;;;x
VIETmisc.2217.a;Why don’t you wait here for a moment?;Pourquoi ne pas attendre ici un instant ?;;;;;;;;;;;;x
VIETmisc.2217.b;Beat it, kid, I don’t need you.;Dégage, gamin, je n'ai pas besoin de toi.;;;;;;;;;;;;x
VIETmisc.2218.desc;"Here? Right here? What about, say... over there? No? Right here? All right then, you're the [Root.GetTitle]! Whatever you say!";"Ici ? Juste ici ? Et pourquoi pas là-bas ? Non ? Juste ici ? Très bien, vous êtes le [Root.GetTitle] ! Comme vous voulez !";;;;;;;;;;x
VIETmisc.2218.a;You and your entourage run away from the lunatic as fast as you can.;Vous et votre entourage fuyez le fou aussi vite que possible.;;;;;;;;;;;;x
VIETmisc.2219.desc;"Aw gee! You sure? Okay, well, I'll be hanging around [Root.Location.GetName] if you need someone to worship the ground you walk on. Bye!";"Argh bon sang ! Vous êtes sûre ? D'accord, eh bien, je vais traîner autour de [Root.Location.GetName] si vous avez besoin de quelqu'un pour adorer le sol sur lequel vous marchez. Au revoir !";;;;;;;;;;x
VIETmisc.2219.a;You and your entourage run away from the lunatic as fast as you can.;Vous et votre entourage fuyez le fou aussi vite que possible.;;;;;;;;;;;;x
VIETmisc.2220.desc;You visit a farmer in an effort to get to understand the commoners better. The man shows you around his farm, and the two of you come across his large cock. “My hens love this cock, but unfortunately I'm thinking of eating this big, juicy, nice cock later today.”;Vous rendez visite à un agriculteur dans le but de mieux comprendre les roturiers. L'homme vous fait visiter sa ferme, et vous tombez tous les deux sur son gros coq. ""Mes poules adorent ce coq, mais malheureusement je pense manger ce gros et juteux coq aujourd'hui.";;;;;;;;;;x
VIETmisc.2220.a;Would you mind if I join you in eating that big, juicy, nice cock?;Ça vous dérangerait si je me joignais à vous pour manger ce gros, juteux et beau coq ?;;;;;;;;;;;;x
